,Delta_x,Delta_y,Typ_obj,Date,Year,mjd,radius,theta_x,ratio_x,source,epoch,flux,size,ratio_y,cpa,stokes,observer,method,freq,p,EVPA,label,masyr,dmasyr,meandist,meansize,meanpa,t_o,dt_o,mean_flux,qflux,uflux,use_in_fit,counterjet,residual_rms,num_fitted_epochs,dmeandist,dmeanpa,motionphi,dmotionphi,nonradial,accel_par,daccel_par,accel_perp,daccel_perp,accel_x,daccel_x,masyr_x,dmasyr_x,masyr_y,dmasyr_y,t_o_x,dt_o_x,t_o_y,dt_o_y,radial_masyr,dradial_masyr,t_o_radial,dt_o_radial,dx,dy,begin_date,middle_date,end_date,parallel,perpendicular,accel_y,daccel_y,mu_offset,dmu_offset,masyr_a,dmasyr_a,motionphi_a,dmotionphi_a,masyr_x_a,dmasyr_x_a,masyr_y_a,dmasyr_y_a,dx_a,dy_a,mu_offset_a,dmu_offset_a,dmean_flux,rating,inward,stationary,mindist,maxdist,median_m,median_flux,median_size,median_tb,m,max_m,x_o,y_o,inward_a,nonradial_a,tej_blanked,p_atpeak,m_atpeak,i_atpeak,iflux,p_rmstot,qu_rms,EVPA_atpeak,sigma_EVPA,EVPAcoverage,EVPAnepochs,x_m,dx_m,y_m,dy_m,dmeandist_a,dmeanpa_a,x_m_a,dx_m_a,y_m_a,dy_m_a,accel_flag,accel_mag,daccel_mag,accel_ang,daccel_ang,dr_radial,delta,d_delta,theta_y,d_theta,gamma,d_gamma,tvar,d_tvar,FWHM,d_FWHM,dpa,component_number,maj,min,pos,x,y,redshift,is_core
20,1.274646592719364e-07,-9.796842732612276e-07,1.0,2012-02-06,2012.0971937029433,55963.0,3.556589595345157,172.5870087245327,1.0,0506+056,2012-02-06,0.016868000850081444,1.56559,1.0,0.0,I,MLL,UV,15.4,-0.00069,,,0.057692,0.012443,3.7122,1.843163,173.74,2025.36,56.676,0.02169,0.000365121,-2.15116e-05,1,-1,,24.0,0.057679,0.54,-138.89,12.26,Y,0.0051006,0.0083703,0.0034903,0.008125,-0.0059575,0.005731,-0.037936,0.0088054,-0.043465,0.014717,2027.0,57.169,1931.431,432.68,0.039187,0.014757,1921.408,330.86,0.16935,0.28452,2009.0164,2015.0903,2021.1643,N,N,-0.0016453,0.0098544,47.38,12.27,0.056306,0.01269,-139.82,12.98,-0.036327,0.008711,-0.04302,0.015126,0.16904,0.29103,46.44,12.98,0.008,1,N,,3.206,4.132,,0.0222772,1.86112,7.53,-0.193102,0.120112,0.062206,-4.0826,N,Y,Y,-0.00069,-0.00069,0.00353514,0.00357323,0.000162586,0.0001625,,,,,0.4518,0.036519,-3.6362,0.06067,0.059353,0.55,0.5012,0.060512,-3.6226,0.10193,N,0.0061805,0.0077332,-105.44,67.25,0.28355,,,,,,,,,,,2.3507,1,4.348860898062412e-07,4.348860898062412e-07,0.0,1.274646592719364e-07,-9.796842732612276e-07,0,False
21,1.2089504952683683e-09,3.3885756423046587e-09,1.0,2012-02-06,2012.0971937029433,55963.0,0.012952000623063821,19.63500076985639,1.0,0506+056,2012-02-06,0.21547499299049377,0.0606802,1.0,0.0,I,MLL,UV,15.4,0.00275938,174.3,,,,,0.095541,,,,0.37876,0.00270533,-0.000543444,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,1,,,,,0.0222936,0.276133,0.0919392,11.34,0.0126883,0.0537596,,,,,,0.00302016,0.0129572,0.233087,0.217473,0.000163392,0.0001625,174.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.6855555173833636e-08,1.6855555173833636e-08,0.0,1.2089504952683683e-09,3.3885756423046587e-09,0,True
22,-3.330185194272417e-08,-1.596296783645812e-07,1.0,2012-02-06,2012.0971937029433,55963.0,0.5870390041099723,-168.21600189889278,1.0,0506+056,2012-02-06,0.04585599899291992,0.243788,1.0,0.0,I,MLL,UV,15.4,0.00159033,178.0,,0.051102,0.0064765,0.52989,0.270604,-166.98,2000.784,1.4113,0.08228,0.00158646,-0.000110905,1,-1,,7.0,0.0087681,1.14,-178.34,9.16,N,,,,,,,-0.0014773,0.0081425,-0.05108,0.0064728,1930.058,1030.4,2000.785,1.4113,0.050162,0.0076554,2000.317,1.8244,0.028383,0.022872,2009.0164,2011.0876,2013.1588,,,,,11.37,9.23,,,,,,,,,,,,,0.035,1,N,,0.435,0.636,0.0170099,0.0721732,0.265774,9.78,0.0128654,0.0219236,-0.10448,6.7764e-06,,,Y,0.001709,0.0133061,0.128438,0.123613,0.000162847,0.0001625,178.3,37.1,4.14237,7.0,-0.1197,0.010707,-0.52628,0.0087623,,,,,,,,,,,,0.026656,2.74621,0.694657,15.5122,5.93472,1.76181,0.664268,3.28418,0.662873,0.270604,0.0412577,2.6826,4,6.77188864983691e-08,6.77188864983691e-08,0.0,-3.330185194272417e-08,-1.596296783645812e-07,0,False
23,-7.473470020613604e-08,-5.281525545797194e-07,1.0,2012-02-06,2012.0971937029433,55963.0,1.9202900656824842,-171.9459970191593,1.0,0506+056,2012-02-06,0.051823001354932785,0.932499,1.0,0.0,I,MLL,UV,15.4,0.00150806,222.1,,0.057158,0.027308,1.9685,0.951469,-172.23,1978.589,4820.0,0.0493,0.000151972,0.00150039,1,-1,,8.0,0.040494,0.39,170.44,16.87,N,,,,,,,0.0094931,0.0076352,-0.056364,0.025109,2039.318,27639.0,1976.684,4895.0,0.054625,0.025001,1975.242,2084.0,0.03478,0.11644,2009.0164,2011.5411,2014.0657,,,,,17.33,16.87,,,,,,,,,,,,,0.01,1,N,,1.797,2.175,0.0571379,0.0518226,0.942009,8.51,0.0725035,0.0792586,-0.57651,-0.10737,,,Y,0.00155932,0.0747494,0.0208607,0.0207999,0.000162593,0.0001625,222.5,7.9,5.0486,8.0,-0.26369,0.012515,-1.9647,0.041177,,,,,,,,,,,,0.11503,,,,,,,,,,,1.1309,2,2.590275016700616e-07,2.590275016700616e-07,0.0,-7.473470020613604e-08,-5.281525545797194e-07,0,False
24,-2.0850546889050747e-07,-2.5457160290898173e-07,1.0,2012-02-06,2012.0971937029433,55963.0,1.184620091455943,-140.68099808895906,1.0,0506+056,2012-02-06,0.010188000276684761,0.358998,1.0,0.0,I,MLL,UV,15.4,0.000800448,238.1,,0.015579,0.010498,1.2398,,-143.26,2114.662,2636.0,,-0.000352728,0.00071854,1,-1,,15.0,0.032307,1.46,21.33,44.79,N,-0.014869,0.011091,-0.012691,0.011962,-0.01786,0.0066333,0.0056669,0.009439,0.014511,0.010614,2144.842,3668.3,2082.437,3790.5,-0.014563,0.010019,2099.474,23608.0,0.11558,0.13094,2009.0164,2013.7135,2018.4106,N,N,-0.0079478,0.0091481,164.59,44.83,0.016872,0.010507,25.53,37.99,0.0072711,0.0077084,0.015225,0.010771,0.094933,0.13227,168.79,38.02,,-1,N,,1.036,1.47,,,,,0.0651485,,-0.17103,0.46763,N,N,,0.00081445,0.065911,0.0123568,0.0122865,0.000162588,0.0001625,238.5,5.8,3.08008,6.0,-0.74309,0.030275,-0.99726,0.033721,0.03089,1.3,-0.65276,0.041497,-0.95706,0.057417,N,0.019548,0.0071606,-113.99,26.27,0.12404,,,,,,,,,,,,3,9.97216673681578e-08,9.97216673681578e-08,0.0,-2.0850546889050747e-07,-2.5457160290898173e-07,0,False
25,1.4391028457794164e-07,-1.0341880170017248e-06,1.0,2013-02-28,2013.1594798083504,56351.0,3.758950002027659,172.0779961400972,1.0,0506+056,2013-02-28,0.016993999481201172,1.90151,1.0,0.0,I,MLL,UV,15.4,-0.00065,,,0.057692,0.012443,3.7122,1.843163,173.74,2025.36,56.676,0.02169,0.000210143,-3.58995e-05,1,-1,,24.0,0.057679,0.54,-138.89,12.26,Y,0.0051006,0.0083703,0.0034903,0.008125,-0.0059575,0.005731,-0.037936,0.0088054,-0.043465,0.014717,2027.0,57.169,1931.431,432.68,0.039187,0.014757,1921.408,330.86,0.16935,0.28452,2009.0164,2015.0903,2021.1643,N,N,-0.0016453,0.0098544,47.38,12.27,0.056306,0.01269,-139.82,12.98,-0.036327,0.008711,-0.04302,0.015126,0.16904,0.29103,46.44,12.98,0.008,1,N,,3.206,4.132,,0.0222772,1.86112,7.53,-0.204694,0.120112,0.062206,-4.0826,N,Y,Y,-0.00065,-0.00065,0.0032015,0.00317547,0.000190583,0.0001905,,,,,0.4518,0.036519,-3.6362,0.06067,0.059353,0.55,0.5012,0.060512,-3.6226,0.10193,N,0.0061805,0.0077332,-105.44,67.25,0.28355,,,,,,,,,,,2.2643,1,5.28197233506944e-07,5.28197233506944e-07,0.0,1.4391028457794164e-07,-1.0341880170017248e-06,0,False
26,1.3520263797417442e-09,1.2531162774109816e-08,1.0,2013-02-28,2013.1594798083504,56351.0,0.045374000097012396,6.157999796269085,1.0,0506+056,2013-02-28,0.22631800174713135,0.118694,1.0,0.0,I,MLL,UV,15.4,0.00544238,204.8,,,,,0.095541,,,,0.37876,0.0035212,0.00414979,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,1,,,,,0.0222936,0.276133,0.0919392,11.34,0.0246564,0.0537596,,,,,,0.00588216,0.0249407,0.235846,0.220729,0.00019138,0.0001905,204.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.2970554286748666e-08,3.2970554286748666e-08,0.0,1.3520263797417442e-09,1.2531162774109816e-08,0,True
27,-2.847566271668711e-08,-1.6157605386979412e-07,1.0,2013-02-28,2013.1594798083504,56351.0,0.590637953220674,-170.00500573619317,1.0,0506+056,2013-02-28,0.038095999509096146,0.265774,1.0,0.0,I,MLL,UV,15.4,0.00246577,201.9,,0.051102,0.0064765,0.52989,0.270604,-166.98,2000.784,1.4113,0.08228,0.00178175,0.00170451,1,-1,,7.0,0.0087681,1.14,-178.34,9.16,N,,,,,,,-0.0014773,0.0081425,-0.05108,0.0064728,1930.058,1030.4,2000.785,1.4113,0.050162,0.0076554,2000.317,1.8244,0.028383,0.022872,2009.0164,2011.0876,2013.1588,,,,,11.37,9.23,,,,,,,,,,,,,0.035,1,N,,0.435,0.636,0.0170099,0.0721732,0.265774,9.78,0.0216828,0.0219236,-0.10448,6.7764e-06,,,Y,0.002577,0.0218985,0.117679,0.11372,0.000190795,0.0001905,201.8,,,,-0.1197,0.010707,-0.52628,0.0087623,,,,,,,,,,,,0.026656,2.74621,0.694657,15.5122,5.93472,1.76181,0.664268,3.28418,0.662873,0.270604,0.0412577,2.5028,4,7.382611499906488e-08,7.382611499906488e-08,0.0,-2.847566271668711e-08,-1.6157605386979412e-07,0,False
28,-5.8647291467650575e-08,-5.874659336768673e-07,1.0,2013-02-28,2013.1594798083504,56351.0,2.1253899019319094,-174.2989960849577,1.0,0506+056,2013-02-28,0.0407710000872612,1.02343,1.0,0.0,I,MLL,UV,15.4,0.000653173,219.9,,0.057158,0.027308,1.9685,0.951469,-172.23,1978.589,4820.0,0.0493,0.000114994,0.000642971,1,-1,,8.0,0.040494,0.39,170.44,16.87,N,,,,,,,0.0094931,0.0076352,-0.056364,0.025109,2039.318,27639.0,1976.684,4895.0,0.054625,0.025001,1975.242,2084.0,0.03478,0.11644,2009.0164,2011.5411,2014.0657,,,,,17.33,16.87,,,,,,,,,,,,,0.01,1,N,,1.797,2.175,0.0571379,0.0518226,0.942009,8.51,0.0444979,0.0792586,-0.57651,-0.10737,,,Y,0.000661281,0.0450847,0.0146675,0.0146788,0.000190586,0.0001905,220.3,,,,-0.26369,0.012515,-1.9647,0.041177,,,,,,,,,,,,0.11503,,,,,,,,,,,0.9669,2,2.842861306362465e-07,2.842861306362465e-07,0.0,-5.8647291467650575e-08,-5.874659336768673e-07,0,False
29,-1.8432186266181816e-07,-2.0751181750711112e-07,1.0,2013-02-28,2013.1594798083504,56351.0,0.9991910312070152,-138.38699441283126,1.0,0506+056,2013-02-28,0.014387000352144241,0.666784,1.0,0.0,I,MLL,UV,15.4,-0.00065,,,0.015579,0.010498,1.2398,,-143.26,2114.662,2636.0,,-7.17099e-05,0.000109154,1,-1,,15.0,0.032307,1.46,21.33,44.79,N,-0.014869,0.011091,-0.012691,0.011962,-0.01786,0.0066333,0.0056669,0.009439,0.014511,0.010614,2144.842,3668.3,2082.437,3790.5,-0.014563,0.010019,2099.474,23608.0,0.11558,0.13094,2009.0164,2013.7135,2018.4106,N,N,-0.0079478,0.0091481,164.59,44.83,0.016872,0.010507,25.53,37.99,0.0072711,0.0077084,0.015225,0.010771,0.094933,0.13227,168.79,38.02,,-1,N,,1.036,1.47,,,,,-0.0531942,,-0.17103,0.46763,N,N,,-0.00065,-0.00065,0.0119049,0.0122194,0.000190585,0.0001905,,,,,-0.74309,0.030275,-0.99726,0.033721,0.03089,1.3,-0.65276,0.041497,-0.95706,0.057417,N,0.019548,0.0071606,-113.99,26.27,0.12404,,,,,,,,,,,,3,1.8521777178648335e-07,1.8521777178648335e-07,0.0,-1.8432186266181816e-07,-2.0751181750711112e-07,0,False
30,1.6328584706570837e-07,-9.308847666034126e-07,1.0,2014-01-25,2014.065708418891,56682.0,3.4023499182828734,170.05100165808307,1.0,0506+056,2014-01-25,0.02108200080692768,2.19169,1.0,0.0,I,MLL,UV,15.4,-0.0003,,,0.057692,0.012443,3.7122,1.843163,173.74,2025.36,56.676,0.02169,0.000213417,0.000101729,1,-1,,24.0,0.057679,0.54,-138.89,12.26,Y,0.0051006,0.0083703,0.0034903,0.008125,-0.0059575,0.005731,-0.037936,0.0088054,-0.043465,0.014717,2027.0,57.169,1931.431,432.68,0.039187,0.014757,1921.408,330.86,0.16935,0.28452,2009.0164,2015.0903,2021.1643,N,N,-0.0016453,0.0098544,47.38,12.27,0.056306,0.01269,-139.82,12.98,-0.036327,0.008711,-0.04302,0.015126,0.16904,0.29103,46.44,12.98,0.008,1,N,,3.206,4.132,,0.0222772,1.86112,7.53,-0.122885,0.120112,0.062206,-4.0826,N,Y,Y,-0.0003,-0.0003,0.00239912,0.00244131,8.18376e-05,8.15e-05,,,,,0.4518,0.036519,-3.6362,0.06067,0.059353,0.55,0.5012,0.060512,-3.6226,0.10193,N,0.0061805,0.0077332,-105.44,67.25,0.28355,,,,,,,,,,,2.4835,1,6.08802736223879e-07,6.08802736223879e-07,0.0,1.6328584706570837e-07,-9.308847666034126e-07,0,False
31,3.6877481068842144e-09,2.08525339218113e-08,1.0,2014-01-25,2014.065708418891,56682.0,0.07623399789791391,10.029000593410942,1.0,0506+056,2014-01-25,0.2607730031013489,0.129866,1.0,0.0,I,MLL,UV,15.4,0.00906926,156.1,,,,,0.095541,,,,0.37876,0.00610096,-0.00671043,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,1,,,,,0.0222936,0.276133,0.0919392,11.34,0.0317715,0.0537596,,,,,,0.00981656,0.0320148,0.306625,0.285453,8.48919e-05,8.15e-05,156.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.607388876503137e-08,3.607388876503137e-08,0.0,3.6877481068842144e-09,2.08525339218113e-08,0,True
32,-1.763673118659881e-08,-8.350448865712679e-08,1.0,2014-01-25,2014.065708418891,56682.0,0.3072480084725723,-168.07400282975317,1.0,0506+056,2014-01-25,0.08411599695682526,0.272003,1.0,0.0,I,MLL,UV,15.4,0.00698734,154.5,,0.030235,0.0051163,0.50176,0.294696,177.33,2017.157,0.42687,0.12283,0.00440426,-0.00542452,1,-1,,16.0,0.01284,0.69,144.02,8.49,Y,-0.0054533,0.0054887,-0.00085491,0.0042897,-0.0024582,0.0029983,0.017763,0.002847,-0.024467,0.0060286,2017.196,0.42731,1998.026,9.4931,0.024643,0.0058816,1998.071,7.3071,0.024064,0.051283,2014.0657,2017.615,2021.1643,N,N,0.0049423,0.0064195,33.31,8.52,0.032341,0.0056837,144.65,8.55,0.018713,0.003111,-0.026377,0.0066224,0.024354,0.052048,32.68,8.58,0.029,1,N,,0.383,0.576,0.0216707,0.135786,0.287545,9.88,0.0307458,0.0426079,-0.00068852,-0.46807,N,Y,Y,0.00734887,0.0308244,0.238411,0.227262,8.37864e-05,8.15e-05,154.6,,,,0.0074422,0.0064799,-0.47927,0.013985,0.012956,0.7,0.013134,0.0095421,-0.49071,0.020676,N,0.0055199,0.0084085,-26.44,58.91,0.050357,,,,,,,,,,,3.4889,6,7.555638603662373e-08,7.555638603662373e-08,0.0,-1.763673118659881e-08,-8.350448865712679e-08,0,False
33,-6.964444310142426e-08,-5.789847250525781e-07,1.0,2014-01-25,2014.065708418891,56682.0,2.099370057297321,-173.14100619569766,1.0,0506+056,2014-01-25,0.03008200041949749,1.18375,1.0,0.0,I,MLL,UV,15.4,0.000460823,209.9,,0.057158,0.027308,1.9685,0.951469,-172.23,1978.589,4820.0,0.0493,0.00023201,0.000398157,1,-1,,8.0,0.040494,0.39,170.44,16.87,N,,,,,,,0.0094931,0.0076352,-0.056364,0.025109,2039.318,27639.0,1976.684,4895.0,0.054625,0.025001,1975.242,2084.0,0.03478,0.11644,2009.0164,2011.5411,2014.0657,,,,,17.33,16.87,,,,,,,,,,,,,0.01,1,N,,1.797,2.175,0.0571379,0.0518226,0.942009,8.51,0.0387771,0.0792586,-0.57651,-0.10737,,,Y,0.000457445,0.038281,0.0119497,0.0118839,8.18428e-05,8.15e-05,210.4,,,,-0.26369,0.012515,-1.9647,0.041177,,,,,,,,,,,,0.11503,,,,,,,,,,,0.9995,2,3.2881945344342967e-07,3.2881945344342967e-07,0.0,-6.964444310142426e-08,-5.789847250525781e-07,0,False
34,-1.0860025412284813e-07,-2.7848787453876866e-07,1.0,2014-01-25,2014.065708418891,56682.0,1.076089990907015,-158.69600520299028,1.0,0506+056,2014-01-25,0.026119999587535858,0.813165,1.0,0.0,I,MLL,UV,15.4,0.00114138,172.8,,0.015579,0.010498,1.2398,,-143.26,2114.662,2636.0,,0.00110559,-0.000283593,1,-1,,15.0,0.032307,1.46,21.33,44.79,N,-0.014869,0.011091,-0.012691,0.011962,-0.01786,0.0066333,0.0056669,0.009439,0.014511,0.010614,2144.842,3668.3,2082.437,3790.5,-0.014563,0.010019,2099.474,23608.0,0.11558,0.13094,2009.0164,2013.7135,2018.4106,N,N,-0.0079478,0.0091481,164.59,44.83,0.016872,0.010507,25.53,37.99,0.0072711,0.0077084,0.015225,0.010771,0.094933,0.13227,168.79,38.02,,-1,N,,1.036,1.47,,,,,0.041271,,-0.17103,0.46763,N,N,,0.00118112,0.0451134,0.0261812,0.0276558,8.18666e-05,8.15e-05,173.5,,,,-0.74309,0.030275,-0.99726,0.033721,0.03089,1.3,-0.65276,0.041497,-0.95706,0.057417,N,0.019548,0.0071606,-113.99,26.27,0.12404,,,,,,,,,,,,3,2.2587917669625313e-07,2.2587917669625313e-07,0.0,-1.0860025412284813e-07,-2.7848787453876866e-07,0,False
35,8.836796894229337e-08,-8.883127406988933e-07,1.0,2015-01-18,2015.0458590006845,57040.0,3.2137101868354017,174.31899549289685,1.0,0506+056,2015-01-18,0.024267999455332756,1.79609,1.0,0.0,I,MLL,UV,15.4,0.000387941,185.5,,0.057692,0.012443,3.7122,1.843163,173.74,2025.36,56.676,0.02169,0.000380823,7.39724e-05,-1,-1,,24.0,0.057679,0.54,-138.89,12.26,Y,0.0051006,0.0083703,0.0034903,0.008125,-0.0059575,0.005731,-0.037936,0.0088054,-0.043465,0.014717,2027.0,57.169,1931.431,432.68,0.039187,0.014757,1921.408,330.86,0.16935,0.28452,2009.0164,2015.0903,2021.1643,N,N,-0.0016453,0.0098544,47.38,12.27,0.056306,0.01269,-139.82,12.98,-0.036327,0.008711,-0.04302,0.015126,0.16904,0.29103,46.44,12.98,0.008,1,N,,3.206,4.132,,0.0222772,1.86112,7.53,0.113006,0.120112,0.062206,-4.0826,N,Y,Y,0.000402226,0.115569,0.0034804,0.00343293,0.000103246,0.000103,185.6,,,,0.4518,0.036519,-3.6362,0.06067,0.059353,0.55,0.5012,0.060512,-3.6226,0.10193,N,0.0061805,0.0077332,-105.44,67.25,0.28355,,,,,,,,,,,,1,4.989138915334479e-07,4.989138915334479e-07,0.0,8.836796894229337e-08,-8.883127406988933e-07,0,False
36,2.7726962947838274e-09,2.1386570736581234e-08,1.0,2015-01-18,2015.0458590006845,57040.0,0.0776360055249892,7.386999708989677,1.0,0506+056,2015-01-18,0.2761330008506775,0.155585,1.0,0.0,I,MLL,UV,15.4,0.0062276,187.6,,,,,0.095541,,,,0.37876,0.00600738,0.00164143,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,1,,,,,0.0222936,0.276133,0.0919392,11.34,0.022628,0.0537596,,,,,,0.00674202,0.0228607,0.294918,0.275216,0.000105513,0.000103,187.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.321805846529969e-08,4.321805846529969e-08,0.0,2.7726962947838274e-09,2.1386570736581234e-08,0,True
37,-2.8543770014266556e-08,-1.2226308854224044e-07,1.0,2015-01-18,2015.0458590006845,57040.0,0.4519829695460165,-166.8589932178479,1.0,0506+056,2015-01-18,0.07256200164556503,0.340925,1.0,0.0,I,MLL,UV,15.4,0.00382271,184.2,,0.030235,0.0051163,0.50176,0.294696,177.33,2017.157,0.42687,0.12283,0.00378085,0.000564172,-1,-1,,16.0,0.01284,0.69,144.02,8.49,Y,-0.0054533,0.0054887,-0.00085491,0.0042897,-0.0024582,0.0029983,0.017763,0.002847,-0.024467,0.0060286,2017.196,0.42731,1998.026,9.4931,0.024643,0.0058816,1998.071,7.3071,0.024064,0.051283,2014.0657,2017.615,2021.1643,N,N,0.0049423,0.0064195,33.31,8.52,0.032341,0.0056837,144.65,8.55,0.018713,0.003111,-0.026377,0.0066224,0.024354,0.052048,32.68,8.58,0.029,1,N,,0.383,0.576,0.0216707,0.135786,0.287545,9.88,0.0196523,0.0426079,-0.00068852,-0.46807,N,Y,Y,0.00404083,0.0198883,0.203177,0.194518,0.000104384,0.000103,184.2,,,,0.0074422,0.0064799,-0.47927,0.013985,0.012956,0.7,0.013134,0.0095421,-0.49071,0.020676,N,0.0055199,0.0084085,-26.44,58.91,0.050357,,,,,,,,,,,,6,9.470139161749103e-08,9.470139161749103e-08,0.0,-2.8543770014266556e-08,-1.2226308854224044e-07,0,False
38,-1.2603669574673404e-07,-4.293149231671123e-07,1.0,2015-01-18,2015.0458590006845,57040.0,1.6107598557812548,-163.6390101365718,1.0,0506+056,2015-01-18,0.04611299932003021,0.930314,1.0,0.0,I,MLL,UV,15.4,0.000455977,216.1,,0.041661,0.015187,1.7942,1.008097,-169.75,2009.004,1201.4,0.04815,0.000139621,0.000434075,-1,-1,,17.0,0.019409,0.83,-96.57,18.13,N,0.024879,0.022073,0.01327,0.019333,-0.026388,0.021982,-0.041387,0.015048,-0.004766,0.010923,2011.205,1205.1,1648.479,15424.0,0.01247,0.012672,1874.742,70602.0,0.10882,0.079081,2015.6789,2018.4216,2021.1643,N,N,0.009938,0.016568,73.18,18.14,0.040471,0.014628,-97.44,18.7,-0.040131,0.014586,-0.0052391,0.011026,0.10721,0.080816,72.31,18.71,0.014,1,N,,1.716,1.884,0.0332438,0.0420222,0.965192,8.38,0.0240327,0.0689868,0.091088,-1.7182,N,N,Y,0.000474782,0.0249416,0.0190358,0.0189732,0.000103256,0.000103,214.0,,,,-0.29868,0.027224,-1.7631,0.019827,0.019637,0.82,-0.25492,0.044986,-1.7796,0.033899,N,0.028197,0.022285,-69.36,47.9,0.092274,,,,,,,,,,,,5,2.5842055606517533e-07,2.5842055606517533e-07,0.0,-1.2603669574673404e-07,-4.293149231671123e-07,0,False
39,1.000013156726709e-07,-9.303577144237352e-07,1.0,2015-09-06,2015.678302532512,57271.0,3.3685801147390455,173.86500567409544,1.0,0506+056,2015-09-06,0.022776000201702118,1.68652,1.0,0.0,I,MLL,UV,15.4,0.00039923,164.9,,0.057692,0.012443,3.7122,1.843163,173.74,2025.36,56.676,0.02169,0.000345138,-0.000200659,1,-1,,24.0,0.057679,0.54,-138.89,12.26,Y,0.0051006,0.0083703,0.0034903,0.008125,-0.0059575,0.005731,-0.037936,0.0088054,-0.043465,0.014717,2027.0,57.169,1931.431,432.68,0.039187,0.014757,1921.408,330.86,0.16935,0.28452,2009.0164,2015.0903,2021.1643,N,N,-0.0016453,0.0098544,47.38,12.27,0.056306,0.01269,-139.82,12.98,-0.036327,0.008711,-0.04302,0.015126,0.16904,0.29103,46.44,12.98,0.008,1,N,,3.206,4.132,,0.0222772,1.86112,7.53,0.0898461,0.120112,0.062206,-4.0826,N,Y,Y,0.000432457,0.0958406,0.00451225,0.00444348,9.62156e-05,9.6e-05,165.0,,,,0.4518,0.036519,-3.6362,0.06067,0.059353,0.55,0.5012,0.060512,-3.6226,0.10193,N,0.0061805,0.0077332,-105.44,67.25,0.28355,,,,,,,,,,,2.4086,1,4.68477793447164e-07,4.68477793447164e-07,0.0,1.000013156726709e-07,-9.303577144237352e-07,0,False
40,8.03274502469975e-10,-8.398199469183965e-08,1.0,2015-09-06,2015.678302532512,57271.0,0.30234901032285627,179.45199163820376,1.0,0506+056,2015-09-06,0.12073899805545807,0.332568,1.0,0.0,I,MLL,UV,15.4,0.00724555,155.0,,0.030235,0.0051163,0.50176,0.294696,177.33,2017.157,0.42687,0.12283,0.0046514,-0.0055554,1,-1,,16.0,0.01284,0.69,144.02,8.49,Y,-0.0054533,0.0054887,-0.00085491,0.0042897,-0.0024582,0.0029983,0.017763,0.002847,-0.024467,0.0060286,2017.196,0.42731,1998.026,9.4931,0.024643,0.0058816,1998.071,7.3071,0.024064,0.051283,2014.0657,2017.615,2021.1643,N,N,0.0049423,0.0064195,33.31,8.52,0.032341,0.0056837,144.65,8.55,0.018713,0.003111,-0.026377,0.0066224,0.024354,0.052048,32.68,8.58,0.029,1,N,,0.383,0.576,0.0216707,0.135786,0.287545,9.88,0.0319117,0.0426079,-0.00068852,-0.46807,N,Y,Y,0.00789015,0.0326076,0.241972,0.22705,9.7875e-05,9.6e-05,155.3,,,,0.0074422,0.0064799,-0.47927,0.013985,0.012956,0.7,0.013134,0.0095421,-0.49071,0.020676,N,0.0055199,0.0084085,-26.44,58.91,0.050357,,,,,,,,,,,3.2283,6,9.237999876177128e-08,9.237999876177128e-08,0.0,8.03274502469975e-10,-8.398199469183965e-08,0,False
41,4.183161629589538e-12,2.663083442655534e-08,0.0,2015-09-06,2015.678302532512,57271.0,0.09587100511836029,0.008999999796712411,0.0,0506+056,2015-09-06,0.1897989958524704,0.0,1.0,0.0,I,MLL,UV,15.4,0.00745683,157.8,,,,,0.095541,,,,0.37876,0.00532747,-0.00521751,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,1,,,,,0.0222936,0.276133,0.0919392,11.34,0.0302038,0.0537596,,,,,,0.00812368,0.0305817,0.265638,0.246883,9.81746e-05,9.6e-05,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,4.183161629589538e-12,2.663083442655534e-08,0,True
